reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards
"2022.6164","fish and products thereof ","food","Mercury in Prionace glauca (blue shark) from Spain.","21-10-2022 15:45:22","Spain","alert notification","serious","Portugal,Spain","Spain","Portugal","Spain","Spain","mercury  "
"2022.6163","dietetic foods, food supplements and fortified foods","food","Huperzine A in food supplement from Sweden","21-10-2022 15:38:36","Sweden","information notification for follow-up","undecided","Finland","","","Finland,Sweden","Sweden",""
"2022.6162","dietetic foods, food supplements and fortified foods","food","metal particles in food supplement","21-10-2022 14:42:45","Netherlands","alert notification","serious","Austria,Germany,Luxembourg","Germany,Netherlands","Austria,Germany,Luxembourg,Netherlands","Germany,Netherlands","Germany",""
"2022.6160","poultry meat and poultry meat products","food","Salmonella Infantis (in 5 out of 5 samples) in chicken broiler thighs from Poland","21-10-2022 14:18:25","Lithuania","information notification for attention","not serious","Lithuania","Poland","","Lithuania,Poland","Poland","Salmonella infantis "
"2022.6159","fruits and vegetables","food","Increased iodine content in dried seaweed in knots from Hong Kong","21-10-2022 14:07:28","Germany","alert notification","serious","Denmark,France,Germany,Hong Kong,Ireland,Luxembourg,Poland","INFOSAN","Denmark,France,Ireland,Luxembourg,Poland","China,Germany,Hong Kong","China","iodine  high content"
"2022.6158","meat and meat products (other than poultry)","food","Pâtés with potential listeria contamination","21-10-2022 14:03:46","Switzerland","alert notification","serious","Luxembourg","","France,Luxembourg","France,Switzerland","France",""
"2022.6156","dietetic foods, food supplements and fortified foods","food","Magnesium L-Threonate in food suplement from  the USA via Netherlands","21-10-2022 13:35:01","Poland","information notification for follow-up","undecided","Poland","","Netherlands","Netherlands,Poland,United States","United States",""
"2022.6154","confectionery","food"," unauthorised additive E127 (Red 3) in grape flavour and strawberry flavour bars from the USA","21-10-2022 11:49:47","European Commission","information notification for follow-up","not serious","Ireland,Netherlands,Northern Ireland","INFOSAN,Ireland,Netherlands","","Northern Ireland,United States","United States",""
"2022.6153","fish and products thereof ","food","presence of histamine in pickled anchovies","21-10-2022 11:41:05","France","information notification for attention","serious","France","France,INFOSAN","","France,Morocco","Morocco","histamine  "
"2022.6150","other food product / mixed","food","Pesticide residues in vine leaves in brine from Egypt","21-10-2022 10:43:12","Germany","border rejection notification","serious","Germany","","","Egypt,Germany","Egypt","acetamiprid  ,boscalid  ,carbendazim  unauthorised substance,chlorpyrifos  unauthorised substance,cypermethrin  ,difenoconazole  ,imidacloprid  ,lambda-cyhalothrin  ,lufenuron  ,metalaxyl  ,propiconazole  ,pyraclostrobin  ,pyridalyl  ,thiophanate-methyl  "
"2022.6146","milk and milk products","food","Undeclared allergen egg in ice cream bars from Austria","21-10-2022 10:06:05","Germany","alert notification","serious","Germany","","Austria,Germany","Austria,Germany","Austria",""
"2022.6145","meat and meat products (other than poultry)","food","detection of foreign bodies in mini pork sausages from France","21-10-2022 09:25:10","France","alert notification","serious","Belgium,Luxembourg","","Belgium,Luxembourg","France,Luxembourg","France",""
"2022.6144","nuts, nut products and seeds","food","Locus Beans from Nigeria with Labelling and Container Contamination Issues ","20-10-2022 17:17:57","Ireland","border rejection notification","not serious","Ireland","INFOSAN","","Ireland,Nigeria","Nigeria",""
"2022.6143","herbs and spices","food","Chlorpyrifos in cumin seeds from India, via Italy","20-10-2022 17:12:23","Germany","alert notification","serious","Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Italy,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Spain,Sweden,Switzerland","Germany,INFOSAN,Italy","Austria,Belgium,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Spain,Sweden,Switzerland","Austria,Germany,India,Italy,Poland","India","acetamiprid  ,chlorpyrifos  unauthorised substance,clothianidin  ,imidacloprid  ,thiamethoxam  "
"2022.6142","other food product / mixed","food","Border Rejection of Calabash Salts from Nigeria","20-10-2022 17:11:19","Ireland","border rejection notification","serious","Ireland","INFOSAN","","Nigeria","Nigeria","arsenic  ,lead  high content"
"2022.6139","herbs and spices","food","Unauthorised Sudan dyes (I, III and IV) in chilli crushed with seed","20-10-2022 16:55:03","Germany","alert notification","serious","France,Germany,Italy,Luxembourg","","France,Germany,Italy,Luxembourg","Germany","unknown origin","Sudan 4 unauthorised colour"
"2022.6138","poultry meat and poultry meat products","food","Salmonella in frozen breaded chicken goujons from Northern Ireland ","20-10-2022 16:48:36","European Commission","alert notification","serious","Ireland","INFOSAN","Ireland","Ireland,Northern Ireland","Northern Ireland","Salmonella  enteritidis "
"2022.6136","poultry meat and poultry meat products","food","Salmonella in chilled minced turkey meat from France, with raw material from Spain","20-10-2022 16:14:14","France","alert notification","serious","France","France","Spain","France,Spain","Spain","Salmonella  enteritidis "
"2022.6133","pet food","feed","High count of Enterobacteriaceae in dog chews from China","20-10-2022 15:23:07","Sweden","border rejection notification","no risk","","","","China,Sweden","China",""
"2022.6132","fruits and vegetables","food","Unauthorised substance chlorpyrifos in pomelo from China","20-10-2022 15:08:22","Romania","information notification for attention","undecided","","","","China,Romania","China","chlorpyrifos  unauthorised substance"
"2022.6131","crustaceans and products thereof","food","Malachite Green in shrimps from Bangladesh","20-10-2022 14:57:05","Belgium","border rejection notification","serious","","","","Bangladesh,Belgium,France","Bangladesh","malachite green  unauthorised substance,unauthorized substance leucomalachite green  "
"2022.6127","cereals and bakery products","food","Undeclared allergens milk and soy on biscuits from the United Kingdom","20-10-2022 13:55:15","Netherlands","alert notification","serious","Belgium,Netherlands","INFOSAN","Belgium","Netherlands,United Kingdom","United Kingdom",""
"2022.6125","herbs and spices","food","High quantity of cypermethrin in dry green mallow leaves from Egypt","20-10-2022 13:13:39","Cyprus","border rejection notification","not serious","Cyprus","INFOSAN","","Cyprus,Egypt","Egypt","cypermethrin  "
"2022.6124","dietetic foods, food supplements and fortified foods","food","ochratoxin A (730 µg/kg - ppb) in astragalus extract powder from Germany used in food supplements from Croatia","20-10-2022 12:58:18","Croatia","alert notification","serious","Austria,Bosnia and Herzegovina,Croatia,Germany,Malaysia,Montenegro,Serbia","Croatia,Germany,INFOSAN,Switzerland","Austria,Croatia,Germany,Netherlands,Switzerland","Austria,Bosnia and Herzegovina,China,Croatia,Germany,Malaysia,Montenegro,Serbia","China,Croatia","ochratoxin A  "
"2022.6122","confectionery","food","Salmonella spp. in halva with pistachios from Syria","20-10-2022 11:21:03","Germany","alert notification","serious","Austria,Germany","Germany,INFOSAN","Austria","Germany,Syria","Syria","Salmonella  "
"2022.6121","dietetic foods, food supplements and fortified foods","food","Dimethyloaminoethanol (DMAE) in food suplement from Netherlands","20-10-2022 10:58:50","Poland","information notification for follow-up","undecided","Poland","","Netherlands","Netherlands,Poland","Netherlands",""
"2022.6120","cereals and bakery products","food","Thiamethoxam, propiconazole and  tricyclazole in basmati rice from India","20-10-2022 10:52:25","Malta","border rejection notification","undecided","Malta","","","India","India","propiconazole  ,thiamethoxam  ,tricyclazole  unauthorised substance"
"2022.6111","compound feeds","feed","Mould in complementary feed to horses","19-10-2022 18:01:26","Sweden","information notification for follow-up","not serious","","Denmark,Germany","Denmark,Germany","Denmark,Germany,Sweden","Sweden",""
"2022.6110","confectionery","food","High content and unauthorized use of food colours in confectionery paste from Italy","19-10-2022 17:44:22","Czech Republic","information notification for follow-up","undecided","Bulgaria,Cyprus,Czech Republic,Georgia,Guinea,Hong Kong,Italy,Lebanon,Malta,Montenegro,Poland,Romania,Serbia,Slovakia,Spain","Bulgaria,Cyprus,Czech Republic,Italy,Malta,Poland,Romania,Slovakia,Spain","Bulgaria,Cyprus,Czech Republic,Italy,Malta,Poland,Romania,Slovakia,Spain","Czech Republic,Italy,Poland","Italy","colour  too high content,colour E 110 - Sunset Yellow FCF too high content,colour E 127 - erythrosine unauthorised use"
"2022.6109","meat and meat products (other than poultry)","food","residue level above MRL for levamisole (918 µg/kg - ppb) in pig carcass from the Netherlands","19-10-2022 17:27:52","Netherlands","information notification for follow-up","not serious","Belgium,Germany,Ireland,Italy,Northern Ireland,United Kingdom","INFOSAN,Netherlands","Belgium,Bulgaria,Denmark,Germany,Ireland,Netherlands,Poland,Spain","Italy,Netherlands","Netherlands","veterinary drug residues  "
"2022.6107","crustaceans and products thereof","food","Vibrio vulnificus in frozen shrimps from Venezuela","19-10-2022 17:09:32","France","information notification for attention","undecided","France","","","France,Venezuela","Venezuela","Vibrio vulnificus "
"2022.6106","dietetic foods, food supplements and fortified foods","food","Beef bile in a food supplement from the USA","19-10-2022 17:00:26","Poland","information notification for follow-up","undecided","Poland","","","Netherlands,Poland,United States","United States",""
"2022.6105","nuts, nut products and seeds","food","hydrogen cyanid in almonds","19-10-2022 16:54:01","Belgium","alert notification","serious","Belgium","","Belgium,Italy","Belgium,Italy","Italy","cyanide  high content"
"2022.6104","meat and meat products (other than poultry)","food","detection of a foreign body in pork cheeks","19-10-2022 16:53:19","France","alert notification","serious","Belgium,France,Luxembourg,Netherlands","","Belgium,France,Luxembourg,Netherlands","Belgium,France,Netherlands","France",""
"2022.6103","poultry meat and poultry meat products","food","Salmonella in chicken meat preparation","19-10-2022 16:50:38","Netherlands","border rejection notification","serious","","Germany,Netherlands","","Brazil,Netherlands","Brazil","Salmonella spp. "
"2022.6101","dietetic foods, food supplements and fortified foods","food","Food supplement with Maca (Lepidium meyenii Walp.)","19-10-2022 15:47:26","Denmark","information notification for follow-up","undecided","Denmark","","France","France","France",""
"2022.6098","nuts, nut products and seeds","food","SESAME SEEDS FROM ETHIOPIA WITH ABSENCE OF ORIGINAL CERTIFCATES","19-10-2022 15:09:26","Greece","border rejection notification","undecided","","","","Ethiopia,Greece","Ethiopia",""
"2022.6097","nuts, nut products and seeds","food","SESAME SEEDS FROM ETHIOPIA WITH ABSENCE OF ORIGINAL CERTIFCATES","19-10-2022 15:07:38","Greece","border rejection notification","undecided","","","","Ethiopia,Greece","Ethiopia",""
"2022.6093","nuts, nut products and seeds","food","aflatoxins in pistachios from USA via Turkey","19-10-2022 12:57:14","Belgium","border rejection notification","serious","Belgium","","","Belgium,Romania,Türkiye,United States","United States","Aflatoxin B1  ,aflatoxin total "
"2022.6092","nuts, nut products and seeds","food","aflatoxins in pistachios from USA via Turkey","19-10-2022 12:55:38","Belgium","border rejection notification","serious","Belgium","Belgium,Romania","","Belgium,Romania,Türkiye","United States","Aflatoxin B1  ,aflatoxin total "
"2022.6090","other food product / mixed","food","Unlabelled jars and containers of processed vegetables from Lithuania","19-10-2022 12:16:15","European Commission","border rejection notification","not serious","Northern Ireland","Ireland,Lithuania","Lithuania","Lithuania","Lithuania",""
"2022.6087","poultry meat and poultry meat products","food","Salmonella Typhimurium in turkey meat from Hungary","19-10-2022 11:54:00","Netherlands","information notification for attention","serious","Germany,Netherlands","","","Hungary,Netherlands","Hungary",""
"2022.6086","feed materials","feed","dodder seeds (Cuscuta spp.) in sunflower seeds for wild birds from Bulgaria","19-10-2022 11:51:48","Sweden","information notification for follow-up","undecided","Finland,Norway","Sweden","Bulgaria,Finland,Norway","Bulgaria,Finland,Norway,Sweden","Bulgaria",""
"2022.6085","dietetic foods, food supplements and fortified foods","food","Unauthorized novel food ingredient Trametes versicolor, Agaricus blazei and Grifola frondosa in food supplement","19-10-2022 11:47:53","Sweden","information notification for follow-up","undecided","Sweden","INFOSAN","","Canada,Sweden,United Kingdom,United States","United States",""
"2022.6080","herbs and spices","food","Pyrrolizidine alkaloids in dried oregano from Turkey","19-10-2022 10:52:53","Italy","border rejection notification","serious","","","","Italy,Türkiye","Türkiye","pyrrolizidine alkaloids  "
"2022.6075","dietetic foods, food supplements and fortified foods","food","Lithium in food supplement from USA","18-10-2022 17:41:53","Poland","information notification for follow-up","undecided","Poland","","Netherlands","Netherlands,Poland,United States","United States",""
"2022.6074","meat and meat products (other than poultry)","food","Listeria ST8 outbreak in Italy","18-10-2022 17:18:53","Italy","information notification for attention","serious","","","","Italy","Italy",""
"2022.6073","other food product / mixed","food","milk ingredient and soya undeclared on and insufficient labelling (\"may contain traces of egg, gluten and nuts\" only in English) of chocolates from Belgium","18-10-2022 16:55:11","Belgium","alert notification","serious","Netherlands,Romania","Belgium","Netherlands,Romania","Belgium","Belgium",""
"2022.6072","feed materials","feed","Salmonella in organic soybean expeller","18-10-2022 16:45:05","Sweden","information notification for attention","not serious","","Denmark,Sweden","","Denmark,Sweden","","Salmonella  enteritidis ,Salmonella Tennessee "
"2022.6066","cocoa and cocoa preparations, coffee and tea","food","Pesticides in green tea from Turkey via the Netherlands","18-10-2022 15:56:52","Germany","information notification for follow-up","undecided","Germany,Netherlands","","Germany,Netherlands","Germany,Netherlands,Türkiye","Türkiye","acetamiprid  ,anthraquinone  ,chlorpyrifos  ,dinotefuran  unauthorised substance,hexaflumuron  ,lambda-cyhalothrin  ,tolfenpyrad  "
"2022.6063","meat and meat products (other than poultry)","food","aminoflubendazol in pig meat","18-10-2022 15:44:24","Netherlands","alert notification","serious","Belgium,Canada,Denmark,Italy,Philippines,Poland,Ukraine,United Kingdom","INFOSAN,Netherlands","Belgium,Denmark,Italy,Poland","Denmark,Netherlands","Netherlands","veterinary drug residues  "
"2022.6060","fruits and vegetables","food","imidacloprid in fresh pomegranate from Turkey","18-10-2022 15:29:21","Bulgaria","border rejection notification","undecided","","","","Bulgaria,Netherlands,Türkiye","Türkiye","imidacloprid  "
"2022.6057","nuts, nut products and seeds","food","unauthorised substance isoprocarb in pumpkin seeds from China","18-10-2022 15:01:14","Spain","border rejection notification","undecided","","","","China,Spain","China","isoprocarb  unauthorised substance"
"2022.6056","cereals and bakery products","food","ochratoxin A in Indian Rice","18-10-2022 14:04:16","Netherlands","border rejection notification","serious","","","","India,Netherlands","India","ochratoxin A  "
"2022.6053","fish and products thereof ","food","Parasites and sensory check faliure in Red Mullet (Parupeneus indicus) from Sri Lanka","18-10-2022 12:33:49","Portugal","border rejection notification","not serious","","","","Portugal,Sri Lanka","Sri Lanka",""
"2022.6052","dietetic foods, food supplements and fortified foods","food","Dehydroepiandrosteron (DHEA) in food suplement from USA via UK ","18-10-2022 11:16:29","Poland","information notification for attention","undecided","Poland","INFOSAN","","Poland,United Kingdom","United States",""
"2022.6048","feed materials","feed","Salmonella Orion in Soya bean meal, gmo from Germany","18-10-2022 10:16:46","Finland","information notification for follow-up","not serious","Finland","","Germany","Finland,Germany,Switzerland","Germany","Salmonella Orion "
"2022.6046","cereals and bakery products","food","Unlabeled allergens (crustaceans) in burger buns from Latvia","17-10-2022 16:41:53","Lithuania","alert notification","serious","Lithuania","","Latvia","Latvia,Lithuania","Latvia",""
"2022.6045","cereals and bakery products","food","Aflatoxins in mixture of millet, maize and baobab juice from Senegal, via the Netherlands","17-10-2022 16:22:28","Germany","alert notification","undecided","Austria,Belgium,Croatia,France,Germany,Luxembourg,Netherlands,Poland,Sweden","INFOSAN,Netherlands","Austria,Belgium,Croatia,France,Germany,Luxembourg,Netherlands,Poland,Sweden","Germany,Netherlands,Senegal","Senegal","Aflatoxin B1  ,aflatoxin total "
"2022.6043","poultry meat and poultry meat products","food","Undeclared allergens in Various Crown Foods Products","17-10-2022 16:17:42","Ireland","alert notification","serious","Northern Ireland","Czech Republic,Germany,INFOSAN","Czech Republic,Germany","Czech Republic,Germany,Ireland","Czech Republic",""
"2022.6042","dietetic foods, food supplements and fortified foods","food","ingredients not allowed for use in dietary supplements","17-10-2022 15:59:33","Poland","information notification for follow-up","undecided","Poland","","Netherlands","Netherlands,Poland","unknown origin",""
"2022.6041","other food product / mixed","food","Excessive levels of pentachlorophenol in licorice root extract from India","17-10-2022 15:38:44","Germany","border rejection notification","serious","Germany","","","Germany,India","India","pentachlorophenol  "
"2022.6039","meat and meat products (other than poultry)","food","Exceeded level of benzo (a) pyrene and total PAHs- smoked pork collar ","17-10-2022 15:31:12","Estonia","information notification for attention","serious","Estonia","Latvia","Estonia","Estonia,Latvia","Latvia","benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of "
"2022.6038","meat and meat products (other than poultry)","food","Poor hygienic state of pig casings from Morocco","17-10-2022 15:21:40","Spain","border rejection notification","undecided","","","","France,Morocco,Spain","Morocco",""
"2022.6037","cephalopods and products thereof","food","Poor temperature control in Illex illecebrosus from Morocco","17-10-2022 15:21:23","Spain","border rejection notification","undecided","","","","Morocco,Spain","Morocco",""
"2022.6036","cephalopods and products thereof","food","Poor temperature control for frozen octopus, squid, and cuttlefish from Mauritania","17-10-2022 15:20:13","Spain","border rejection notification","undecided","","","","Mauritania,Spain","Mauritania",""
"2022.6035","dietetic foods, food supplements and fortified foods","food","Unauthorized substance Sildenafil in food supplement from Bulgaria ","17-10-2022 14:59:28","Cyprus","alert notification","serious","Cyprus","INFOSAN","Bulgaria","Bulgaria,Cyprus,Türkiye","Bulgaria","sildenafil  unauthorised substance"
"2022.6033","other food product / mixed","food","Increased iodine content in dried seaweed from the Republic of Korea, via the Netherlands","17-10-2022 14:49:23","Germany","alert notification","serious","Germany,Netherlands","Germany,INFOSAN","Netherlands","Germany,Netherlands,South Korea","South Korea","iodine  high content"
"2022.6032","herbs and spices","food","Unauthorised substance ethylene oxide in seasoning paste from India ","17-10-2022 14:25:03","Germany","border rejection notification","serious","","","","India,Poland","India","ethylene oxide  "
"2022.6029","fruits and vegetables","food","Unauthorised substance chlorpyrifos in Red globe jumbo(raisins) from Chile","17-10-2022 14:15:53","Cyprus","border rejection notification","undecided","Cyprus","INFOSAN","","Chile,Cyprus","Chile","chlorpyrifos  unauthorised substance"
"2022.6028","herbs and spices","food","Unauthorised substance ethylene oxide in seasoning sauce from India","17-10-2022 14:09:23","Germany","border rejection notification","serious","","","","India,Poland","India","ethylene oxide  "
"2022.6025","poultry meat and poultry meat products","food","Salmonella Agona in chilled chicken quarters from Poland ","17-10-2022 12:33:45","Czech Republic","information notification for attention","serious","Czech Republic","Poland","","Czech Republic,Poland","Poland","Salmonella Agona "
"2022.6022","milk and milk products","food","presence of E.Coli in cheese with raw milk","17-10-2022 12:10:26","France","information notification for follow-up","not serious","Belgium,Luxembourg","Belgium","Luxembourg","France","France","Escherichia coli  ,Staphylococcus coagulase-positive "
"2022.6021","poultry meat and poultry meat products","food","Salmonella typhimurium in frozen turkey meat from Hungary","17-10-2022 12:08:44","Croatia","alert notification","serious","Croatia,Germany,Italy,Romania,Slovakia","Hungary","Hungary","Croatia,Hungary","Hungary","Salmonella typhimurium monophasic (4, 5:i:-) "
"2022.5642","prepared dishes and snacks","food","undeclared allergens soy and egg in seafood salad","17-10-2022 12:08:22","Switzerland","information notification for attention","undecided","Switzerland","Italy,Switzerland","","Italy,Switzerland","Italy",""
"2022.6020","bivalve molluscs and products thereof","food","presence of Salmonella Typhimurium in mussels ","17-10-2022 11:39:37","Italy","information notification for attention","serious","Italy","Italy","","Italy,Spain","Spain","Salmonella typhimurium "
"2022.6017","nuts, nut products and seeds","food","Salmonella Orion in organic sesame seeds from Uganda","17-10-2022 09:39:38","Germany","border rejection notification","serious","Germany","","","Germany,Hungary","Uganda","Salmonella Orion "
"2022.6016","fruits and vegetables","food","AFLATOXINS IN DRIED FIGS FROM TURKEY ","17-10-2022 09:33:17","Bulgaria","border rejection notification","serious","","","","Bulgaria,Germany,Türkiye","Türkiye","aflatoxin total "
"2022.6014","nuts, nut products and seeds","food","AFLATOXINS IN HAZELNUT KERNELS FROM Azerbaijan","17-10-2022 09:16:20","Bulgaria","border rejection notification","serious","","","","Azerbaijan,Germany,Slovakia","Azerbaijan","Aflatoxin B1  ,aflatoxin total "
"2022.6013","milk and milk products","food","Salmonella in cheese from France","15-10-2022 15:43:02","Netherlands","alert notification","serious","Belgium,Germany,Netherlands","Belgium,France,Germany,Netherlands","Belgium,France","France,Netherlands","France","Salmonella  enteritidis "
"2022.6012","prepared dishes and snacks","food","Perforated food cans from belgium","14-10-2022 18:51:34","Belgium","alert notification","serious","Andorra,Denmark,France,Netherlands,Norway,Portugal,Slovenia","France,INFOSAN","Denmark,France,Netherlands,Norway,Portugal,Slovenia","Belgium,France","Belgium",""
"2022.6007","cereals and bakery products","food","sesame undeclared (sesame seeds ingredient used instead of linseed) on whole wheat bread from the Netherlands","14-10-2022 16:28:43","Netherlands","alert notification","serious","Belgium","","Belgium","Netherlands","Netherlands",""
"2022.6005","nuts, nut products and seeds","food","Metallic foreign bodies in several nuts (peanuts and almonds) from Spain.","14-10-2022 16:25:16","Spain","alert notification","serious","Andorra,Armenia,Belgium,Finland,France,Germany,Guinea,Italy,Poland,Portugal,Spain","INFOSAN,Italy,Portugal","Belgium,Finland,France,Germany,Italy,Luxembourg,Malta,Poland,Portugal","France,Spain","Spain","foreign body  "
"2022.6004","feed materials","feed","Salmonella in poultry meal from Germany","14-10-2022 16:23:00","Belgium","information notification for follow-up","not serious","Belgium","","Germany","Belgium,Germany","Germany","Salmonella  enteritidis "
"2022.6003","poultry meat and poultry meat products","food","Salmonella spp. detected in chicken meat preparation from Brazil","14-10-2022 15:54:06","Netherlands","border rejection notification","serious","","","","Brazil,Netherlands","Brazil","Salmonella spp. "
"2022.6002","meat and meat products (other than poultry)","food","salmonella in stuffing made from veal","14-10-2022 14:47:47","France","information notification for attention","serious","France","","Belgium,France,Netherlands","Netherlands","Netherlands","Salmonella  enteritidis "
"2022.6001","herbs and spices","food","polycyclic aromatic hydrocarbons in ginger powder from China","14-10-2022 14:44:54","Netherlands","information notification for attention","serious","Netherlands","INFOSAN","","China,Netherlands","China","benzo(a)pyrene  ,polycyclic aromatic hydrocarbons sum of "
"2022.5998","fish and products thereof ","food","Mercury in smoked swordfish from Spain","14-10-2022 14:09:31","Italy","information notification for attention","serious","","Italy,Spain","","Italy,Spain","Italy","mercury  "
"2022.5996","ices and desserts","food","Salmonella Typhimurium in filled wafers from Bosnia and Herzegovina","14-10-2022 14:04:22","Hungary","alert notification","serious","Hungary","Hungary,INFOSAN","Croatia","Bosnia and Herzegovina,Hungary","Bosnia and Herzegovina","Salmonella spp. "
"2022.5995","nuts, nut products and seeds","food","Aflatoxins in Argentine peanuts","14-10-2022 13:42:10","Netherlands","border rejection notification","serious","","","","Argentina,Netherlands,Switzerland","Argentina","Aflatoxin B1  ,aflatoxin total "
"2022.5990","cocoa and cocoa preparations, coffee and tea","food","Herbal tea with unauthorised novel food (Artemisia annua) from Italy","14-10-2022 10:46:40","Belgium","information notification for follow-up","undecided","Belgium,Italy","Belgium","Italy","Italy","Italy",""
"2022.5988","poultry meat and poultry meat products","food","Salmonella Infantis (in 5 out of 5 samples) in chicken meat from Poland","14-10-2022 10:07:05","Lithuania","information notification for attention","not serious","Lithuania","Poland","","Lithuania,Poland","Poland","Salmonella infantis "
"2022.5982","meat and meat products (other than poultry)","food","Poor traceability records (forged passports) for horse from the Netherlands","14-10-2022 09:15:20","Netherlands","information notification for attention","undecided","Belgium,France","Belgium,France","","France,Netherlands","Netherlands",""
"2022.5980","cereals and bakery products","food","ochratoxin A in Indian Rice","14-10-2022 08:07:12","Netherlands","border rejection notification","serious","","","","India,Netherlands","India","ochratoxin A  "
"2022.5979","nuts, nut products and seeds","food","aflatoxin in Egyptian groundnuts","14-10-2022 08:05:20","Netherlands","border rejection notification","serious","","","","Egypt,Netherlands","Egypt","Aflatoxin B1  ,aflatoxin total "
"2022.5978","herbs and spices","food","Non compliant label on spices from Germany","13-10-2022 17:45:42","Sweden","information notification for attention","serious","Sweden","Germany,Sweden","","Germany,Sweden","Germany",""
"2022.5977","prepared dishes and snacks","food","pieces of glass in frozen mashed potatoes","13-10-2022 17:40:43","Belgium","alert notification","serious","Luxembourg","","Luxembourg,Netherlands","Belgium,Netherlands","Belgium",""
"2022.5976","poultry meat and poultry meat products","food","Salmonella infantis in chilled chicken meat from Poland used in breaded chicken nuggets and breaded chicken burgers from Northern Ireland","13-10-2022 17:34:20","European Commission","alert notification","serious","Ireland,Northern Ireland","INFOSAN,Poland","Ireland,Poland","Ireland,Poland,United Kingdom","Northern Ireland,Poland","Salmonella infantis "
"2022.5975","fruits and vegetables","food","chlorpyriphos in cucumbers","13-10-2022 17:30:23","Slovenia","information notification for follow-up","undecided","Croatia,Slovenia","INFOSAN","","Croatia,Serbia,Slovenia","Serbia","chlorpyrifos  unauthorised substance"
"2022.5974","bivalve molluscs and products thereof","food","Escherichia coli and Salmonella in live mussels from France","13-10-2022 17:29:52","France","information notification for attention","serious","Netherlands","Netherlands","","France","France","Salmonella  ,e.coli  "
"2022.5973","meat and meat products (other than poultry)","food","Salmonella in chilled lamb and beef merguez sausages from France","13-10-2022 17:28:47","France","alert notification","serious","Belgium","","Belgium","France","France","Salmonella  enteritidis "
"2022.5972","fruits and vegetables","food","Methomyl, dimethoate and imidacloprid in custard apple from Egypt","13-10-2022 17:20:59","Germany","information notification for attention","serious","Germany","INFOSAN","","Egypt,Germany","Egypt","dimethoate  ,imidacloprid  ,methomyl unauthorised substance "
"2022.5971","poultry meat and poultry meat products","food","Salmonella Infantis (in 4 out of 5 samples) in broiler chicken wings from Poland","13-10-2022 16:45:31","Lithuania","information notification for attention","not serious","Lithuania,Poland","Lithuania,Poland","","Lithuania,Poland","Poland","Salmonella infantis "
"2022.5970","cereals and bakery products","food","Insects in Paella rice from Spain, via Austria","13-10-2022 16:44:41","Estonia","information notification for follow-up","undecided","Austria,Estonia","","Austria,Estonia,Spain","Austria,Estonia,Spain","Spain",""
"2022.5968","meat and meat products (other than poultry)","food","Salmonella (presence /25g) in frozen turkey meat preparation from Poland","13-10-2022 16:14:58","Hungary","alert notification","serious","Hungary","","Poland","Hungary,Poland","Poland","Salmonella spp. "
"2022.5967","feed materials","feed","mold - post-extraction sunflower meal ","13-10-2022 16:08:12","Poland","border rejection notification","not serious","Poland","","","Poland,Ukraine","Ukraine","moulds  infested with"
"2022.5966","herbs and spices","food","Pesticides residues in basil from Ethiopia","13-10-2022 15:50:41","Belgium","alert notification","serious","Netherlands","INFOSAN","Netherlands","Ethiopia,Netherlands","Ethiopia","dithiocarbamates  "
"2022.5963","nuts, nut products and seeds","food","Aflatoxins in hazelnuts from Georgia","13-10-2022 15:21:49","Bulgaria","border rejection notification","serious","","","","Bulgaria,Georgia,Germany","Georgia","aflatoxin total "
"2022.5953","other food product / mixed","food","pesticide residues in grape leaves from Turkey ","13-10-2022 12:00:11","Bulgaria","border rejection notification","undecided","","","","Bulgaria,Germany,Türkiye","Türkiye","dithiocarbamates  "
"2022.5952","poultry meat and poultry meat products","food","Salmonella spp. (in 2 out of 5 samples) in chicken broiler thighs from Poland","13-10-2022 11:43:38","Lithuania","information notification for attention","not serious","Lithuania","","","Lithuania,Poland","Poland","Salmonella  enteritidis "
"2022.5951","pet food","feed","Too high count of Enterobacteriaceae in dog chews from Turkey","13-10-2022 11:12:18","Germany","border rejection notification","serious","Germany","","","Germany,Türkiye","Türkiye","Enterobacteriaceae  too high count"
"2022.5950","pet food","feed","Enterobacteriacea in dog chews from Turkey","13-10-2022 11:05:07","Germany","border rejection notification","not serious","Germany","","","Germany,Türkiye","Türkiye","Enterobacteriaceae  too high count"
"2022.5949","herbs and spices","food","Pesticides residues in basil from Israel","13-10-2022 10:45:44","Belgium","border rejection notification","serious","Netherlands","","","Israel,Netherlands","Israel",""
"2022.5948","herbs and spices","food","Pesticides residues in basil from Israel ","13-10-2022 10:24:40","Belgium","border rejection notification","serious","Netherlands","","","Israel,Netherlands","Israel","fenamidone  "
"2022.5945","fruits and vegetables","food","pesticides residus acephate and methamidophos in beans exceeding MRL ","12-10-2022 18:04:29","France","border rejection notification","undecided","","","","France,Kenya","Kenya","acephate  unauthorised substance,methamidophos  unauthorised substance"
